,item,user,rating,cal_rating
97,97,0,,3.963768
98,98,0,,3.977011
99,99,0,,4.082418
100,100,0,,3.828671
101,101,0,,4.013812
102,102,0,,4.100000
103,103,0,,3.733333
104,104,0,,3.734694
105,105,0,,4.105263
106,106,0,,3.984000
107,107,0,,3.915584
108,108,0,,3.651786
109,109,0,,3.816667
110,110,0,,3.446809
111,111,0,,3.035088
112,112,0,,3.475904
113,113,0,,3.838710
114,114,0,,3.597826
115,115,0,,2.842105
116,116,0,,3.610759
117,117,0,,4.010204
118,118,0,,2.947917
119,119,0,,3.704918
120,120,0,,3.970297
121,121,0,,4.025773
122,122,0,,3.579268
123,123,0,,3.688889
124,124,0,,2.698529
125,125,0,,3.670213
126,126,0,,3.592857
127,127,0,,3.133333
128,128,0,,3.750000
129,129,0,,3.741379
130,130,0,,3.511364
131,131,0,,3.950704
132,132,0,,3.877049
133,133,0,,3.627273
134,134,0,,3.075221
135,135,0,,3.428571
136,136,0,,3.339080
137,137,0,,2.855556
138,138,0,,3.756098
139,139,0,,3.000000
140,140,0,,3.781250
141,141,0,,3.845361
142,142,0,,4.031250
143,143,0,,3.521739
144,144,0,,3.987069
145,145,0,,3.653846
146,146,0,,3.579545
147,147,0,,3.460784
148,148,0,,2.907895
149,149,0,,3.192308
150,150,0,,3.070175
151,151,0,,2.843478
152,152,0,,3.770492
153,153,0,,3.373984
154,154,0,,2.930000
155,155,0,,3.925676
156,156,0,,4.223214
157,157,0,,4.338542
158,158,0,,4.041667
159,159,0,,3.622222
160,160,0,,3.177966
161,161,0,,3.856522
162,162,0,,3.240458
163,163,0,,3.328125
164,164,0,,3.691860
165,165,0,,3.527273
166,166,0,,3.646552
167,167,0,,3.273810
168,168,0,,3.623596
169,169,0,,3.187500
170,170,0,,3.864706
171,171,0,,3.265625
172,172,0,,3.966887
173,173,0,,3.871287
174,174,0,,3.883495
175,175,0,,3.510000
176,176,0,,3.493243
177,177,0,,3.236364
178,178,0,,3.847059
179,179,0,,3.467105
180,180,0,,3.476471
181,181,0,,2.744681
182,182,0,,3.840278
183,183,0,,3.629630
184,184,0,,3.850877
185,185,0,,3.920213
186,186,0,,3.336735
187,187,0,,3.551282
188,188,0,,3.903846
189,189,0,,3.591549
190,190,0,,4.085106
191,191,0,,3.011364
192,192,0,,3.776190
193,193,0,,3.784091
194,194,0,,3.777027
195,195,0,,3.608696
196,196,0,,3.628378
197,197,0,,3.250000
198,198,0,,3.663636
199,199,0,,3.691489
200,200,0,,3.886228
201,201,0,,3.464789
202,202,0,,3.234694
203,203,0,,4.461340
204,204,0,,3.244186
205,205,0,,3.300000
206,206,0,,3.148515
207,207,0,,4.142857
208,208,0,,3.352941
209,209,0,,2.941860
210,210,0,,3.925532
211,211,0,,3.901235
212,212,0,,4.117188
213,213,0,,3.875000
214,214,0,,3.572581
215,215,0,,3.244186
216,216,0,,3.992308
217,217,0,,3.910853
218,218,0,,2.991228
219,219,0,,3.325581
220,220,0,,3.909091
221,221,0,,3.842593
222,222,0,,4.017544
223,223,0,,3.254717
224,224,0,,4.197917
225,225,0,,3.945313
226,226,0,,4.084000
227,227,0,,3.921053
228,228,0,,3.595238
229,229,0,,4.051948
230,230,0,,4.006024
231,231,0,,3.433333
232,232,0,,4.176471
233,233,0,,4.216129
234,234,0,,4.152027
235,235,0,,3.876471
236,236,0,,3.945736
237,237,0,,3.782609
238,238,0,,3.962963
239,239,0,,3.912698
240,240,0,,4.231132
241,241,0,,3.857143
242,242,0,,3.577778
243,243,0,,4.155556
244,244,0,,4.125000
245,245,0,,3.145833
246,246,0,,3.563830
247,247,0,,4.017241
248,248,0,,3.904494
249,249,0,,3.448980
250,250,0,,3.747368
251,251,0,,4.103846
252,252,0,,4.066265
253,253,0,,3.629213
254,254,0,,3.637255
255,255,0,,3.795082
256,256,0,,3.941176
257,257,0,,3.618182
258,258,0,,3.825581
259,259,0,,3.292135
260,260,0,,3.088235
261,261,0,,3.852113
262,262,0,,3.610294
263,263,0,,3.955224
264,264,0,,2.521127
265,265,0,,3.700000
266,266,0,,3.850000
267,267,0,,3.059322
268,268,0,,4.136364
269,269,0,,2.322917
270,270,0,,3.632653
271,271,0,,2.682927
272,272,0,,3.978261
273,273,0,,3.353659
274,274,0,,4.070000
275,275,0,,3.527027
276,276,0,,3.575000
277,277,0,,3.085106
278,278,0,,3.403226
279,279,0,,3.805556
280,280,0,,4.224832
281,281,0,,3.516949
282,282,0,,3.646465
283,283,0,,4.210843
284,284,0,,4.166667
285,285,0,,2.413043
286,286,0,,3.212500
287,287,0,,3.136364
288,288,0,,3.411765
289,289,0,,4.254717
290,290,0,,4.321918
291,291,0,,4.253623
292,292,0,,4.270588
293,293,0,,3.797619
294,294,0,,4.056604
295,295,0,,4.297101
296,296,0,,4.232759
297,297,0,,3.470000
298,298,0,,3.837209
299,299,0,,3.281250
300,300,0,,3.250000
301,301,0,,3.888889
302,302,0,,3.347826
303,303,0,,3.323529
304,304,0,,4.040816
305,305,0,,3.920000
306,306,0,,4.277778
307,307,0,,4.295455
308,308,0,,4.174242
309,309,0,,3.766667
310,310,0,,4.290698
311,311,0,,4.217949
312,312,0,,4.008929
313,313,0,,3.964286
314,314,0,,3.750000
315,315,0,,4.060000
316,316,0,,4.483871
317,317,0,,3.927273
318,318,0,,4.171642
319,319,0,,3.163043
320,320,0,,3.779070
321,321,0,,3.337838
322,322,0,,3.344828
323,323,0,,2.977612
324,324,0,,3.442623
325,325,0,,3.360215
326,326,0,,3.585859
327,327,0,,3.100000
328,328,0,,3.381944
329,329,0,,3.626667
330,330,0,,3.232759
331,331,0,,3.931034
332,332,0,,3.803922
333,333,0,,3.445455
334,334,0,,3.611111
335,335,0,,3.851064
336,336,0,,3.122951
337,337,0,,3.600000
338,338,0,,3.984848
339,339,0,,3.510417
340,340,0,,3.773810
341,341,0,,3.455556
342,342,0,,3.416667
343,343,0,,3.177215
344,344,0,,4.255814
345,345,0,,3.375000
346,346,0,,3.840000
347,347,0,,3.672727
348,348,0,,3.960000
349,349,0,,3.923077
350,350,0,,3.083333
351,351,0,,3.036585
352,352,0,,4.015625
353,353,0,,3.325000
354,354,0,,3.860465
355,355,0,,3.992424
356,356,0,,3.224638
357,357,0,,3.185185
358,358,0,,3.379310
359,359,0,,4.182540
360,360,0,,3.537879
361,361,0,,2.757353
362,362,0,,3.509804
363,363,0,,3.812500
364,364,0,,3.656863
365,365,0,,3.567308
366,366,0,,3.386364
367,367,0,,3.606383
368,368,0,,3.633333
369,369,0,,3.464286
370,370,0,,3.380282
371,371,0,,3.800000
372,372,0,,3.647059
373,373,0,,3.901961
374,374,0,,3.993151
375,375,0,,3.500000
376,376,0,,3.304348
377,377,0,,3.454545
378,378,0,,2.813433
379,379,0,,3.921569
380,380,0,,2.808511
381,381,0,,3.418750
382,382,0,,2.865854
383,383,0,,3.509434
384,384,0,,3.806122
385,385,0,,3.842593
386,386,0,,2.659091
387,387,0,,3.263158
388,388,0,,3.889535
389,389,0,,3.654762
390,390,0,,3.381356
391,391,0,,2.862745
392,392,0,,4.032895
393,393,0,,3.687500
394,394,0,,3.647059
395,395,0,,3.366071
396,396,0,,3.659091
397,397,0,,3.835294
398,398,0,,3.134615
399,399,0,,4.111111
400,400,0,,3.613636
401,401,0,,4.250000
402,402,0,,3.586957
403,403,0,,3.222222
404,404,0,,3.857798
405,405,0,,3.550000
406,406,0,,2.968085
407,407,0,,3.805556
408,408,0,,3.513514
409,409,0,,3.700000
410,410,0,,3.715385
411,411,0,,3.852381
412,412,0,,3.806122
413,413,0,,3.932203
414,414,0,,3.301887
415,415,0,,3.905172
416,416,0,,3.536585
417,417,0,,4.140625
418,418,0,,4.013158
419,419,0,,3.887755
420,420,0,,3.950000
421,421,0,,3.509434
422,422,0,,3.833333
423,423,0,,3.853448
424,424,0,,4.135135
425,425,0,,3.916667
426,426,0,,3.611111
427,427,0,,3.608108
428,428,0,,4.061224
429,429,0,,3.800000
430,430,0,,3.913043
431,431,0,,4.069444
432,432,0,,3.619565
433,433,0,,3.605263
434,434,0,,4.030769
435,435,0,,3.370968
436,436,0,,2.884615
437,437,0,,3.764706
438,438,0,,3.000000
439,439,0,,4.388889
440,440,0,,3.930769
441,441,0,,3.431818
442,442,0,,2.846154
443,443,0,,3.703704
444,444,0,,3.300000
445,445,0,,3.492063
446,446,0,,2.673913
447,447,0,,3.130435
448,448,0,,3.215686
449,449,0,,3.656250
450,450,0,,2.571429
451,451,0,,2.467742
452,452,0,,3.218750
453,0,1,4.00,4.000000
454,1,1,,3.990566
455,2,1,,3.526316
456,3,1,,4.036913
457,4,1,,4.379310
458,5,1,,3.718750
459,6,1,,3.543860
460,7,1,,3.929012
461,8,1,,3.928030
462,9,1,4.00,4.000000
463,10,1,,3.726415
464,11,1,,3.458763
465,12,1,3.00,3.000000
466,13,1,,2.577381
467,14,1,,4.011236
468,15,1,,3.200000
469,16,1,,3.851563
470,17,1,,3.375000
471,18,1,,3.710526
472,19,1,,3.766667
473,20,1,,3.357143
474,21,1,,3.225610
475,22,1,5.00,5.000000
476,23,1,,3.738095
477,24,1,,2.932203
478,25,1,,3.376623
479,26,1,5.00,5.000000
480,27,1,,3.353448
481,28,1,5.00,5.000000
482,29,1,5.00,5.000000
483,30,1,5.00,5.000000
484,31,1,4.00,4.000000
485,32,1,,2.962963
486,33,1,,3.542254
487,34,1,3.00,3.000000
488,35,1,,3.404762
489,36,1,,3.935484
490,37,1,,3.842857
491,38,1,5.00,5.000000
492,39,1,,2.864583
493,40,1,,4.000000
494,41,1,,3.386719
495,42,1,,3.657143
496,43,1,,3.791667
497,44,1,,4.257669
498,45,1,,3.406863
499,46,1,,3.660000
500,47,1,,3.282051
501,48,1,,3.067568
502,49,1,,3.339806
503,50,1,5.00,5.000000
504,51,1,5.00,5.000000
505,52,1,3.00,3.000000
506,53,1,,3.488462
507,54,1,,4.166667
508,55,1,,3.513889
509,56,1,5.00,5.000000
510,57,1,5.00,5.000000
511,58,1,3.00,3.000000
512,59,1,5.00,5.000000
513,60,1,3.00,3.000000
514,61,1,3.00,3.000000
515,62,1,4.00,4.000000
516,63,1,1.00,1.000000
517,64,1,4.00,4.000000
518,65,1,4.00,4.000000
519,66,1,5.00,5.000000
520,67,1,5.00,5.000000
521,68,1,5.00,5.000000
522,69,1,5.00,5.000000
523,70,1,5.00,5.000000
524,71,1,4.00,4.000000
525,72,1,5.00,5.000000
526,73,1,5.00,5.000000
527,74,1,5.00,5.000000
528,75,1,5.00,5.000000
529,76,1,5.00,5.000000
530,77,1,5.00,5.000000
531,78,1,5.00,5.000000
532,79,1,5.00,5.000000
533,80,1,5.00,5.000000
534,81,1,5.00,5.000000
535,82,1,5.00,5.000000
536,83,1,5.00,5.000000
537,84,1,5.00,5.000000
538,85,1,5.00,5.000000
539,86,1,5.00,5.000000
540,87,1,5.00,5.000000
541,88,1,5.00,5.000000
542,89,1,5.00,5.000000
543,90,1,5.00,5.000000
544,91,1,5.00,5.000000
545,92,1,5.00,5.000000
546,93,1,5.00,5.000000
547,94,1,5.00,5.000000
548,95,1,5.00,5.000000
549,96,1,5.00,5.000000
550,97,1,5.00,5.000000
551,98,1,5.00,5.000000
552,99,1,4.00,4.000000
553,100,1,5.00,5.000000
554,101,1,5.00,5.000000
555,102,1,5.00,5.000000
556,103,1,5.00,5.000000
557,104,1,4.00,4.000000
558,105,1,5.00,5.000000
559,106,1,5.00,5.000000
560,107,1,4.00,4.000000
561,108,1,4.00,4.000000
562,109,1,4.00,4.000000
563,110,1,3.00,3.000000
564,111,1,3.00,3.000000
565,112,1,5.00,5.000000
566,113,1,5.00,5.000000
567,114,1,5.00,5.000000
568,115,1,3.00,3.000000
569,116,1,5.00,5.000000
570,117,1,5.00,5.000000
571,118,1,4.00,4.000000
572,119,1,5.00,5.000000
573,120,1,5.00,5.000000
574,121,1,5.00,5.000000
575,122,1,5.00,5.000000
576,123,1,5.00,5.000000
577,124,1,3.00,3.000000
578,125,1,5.00,5.000000
579,126,1,4.00,4.000000
580,127,1,5.00,5.000000
581,128,1,5.00,5.000000
582,129,1,5.00,5.000000
583,130,1,5.00,5.000000
584,131,1,5.00,5.000000
585,132,1,5.00,5.000000
586,133,1,5.00,5.000000
587,134,1,5.00,5.000000
588,135,1,5.00,5.000000
589,136,1,4.00,4.000000
590,137,1,4.00,4.000000
591,138,1,5.00,5.000000
592,139,1,1.00,1.000000
593,140,1,5.00,5.000000
594,141,1,5.00,5.000000
595,142,1,5.00,5.000000
596,143,1,4.00,4.000000
597,144,1,5.00,5.000000
598,145,1,5.00,5.000000
599,146,1,4.00,4.000000
600,147,1,4.00,4.000000
601,148,1,,2.907895
602,149,1,,3.192308
603,150,1,,3.070175
604,151,1,,2.843478
605,152,1,,3.770492
606,153,1,,3.373984
607,154,1,,2.930000
608,155,1,,3.925676
609,156,1,,4.223214
610,157,1,,4.338542
611,158,1,,4.041667
612,159,1,,3.622222
613,160,1,,3.177966
614,161,1,,3.856522
615,162,1,,3.240458
616,163,1,,3.328125
617,164,1,,3.691860
618,165,1,,3.527273
619,166,1,,3.646552
620,167,1,,3.273810
621,168,1,,3.623596
622,169,1,,3.187500
623,170,1,,3.864706
624,171,1,,3.265625
625,172,1,,3.966887
626,173,1,,3.871287
627,174,1,,3.883495
628,175,1,,3.510000
629,176,1,,3.493243
630,177,1,,3.236364
631,178,1,,3.847059
632,179,1,,3.467105
633,180,1,,3.476471
634,181,1,,2.744681
635,182,1,,3.840278
636,183,1,,3.629630
637,184,1,,3.850877
638,185,1,,3.920213
639,186,1,,3.336735
640,187,1,,3.551282
641,188,1,,3.903846
642,189,1,,3.591549
643,190,1,,4.085106
644,191,1,,3.011364
645,192,1,,3.776190
646,193,1,,3.784091
647,194,1,,3.777027
648,195,1,,3.608696
649,196,1,,3.628378
650,197,1,,3.250000
651,198,1,,3.663636
652,199,1,,3.691489
653,200,1,,3.886228
654,201,1,,3.464789
655,202,1,,3.234694
656,203,1,,4.461340
657,204,1,,3.244186
658,205,1,,3.300000
659,206,1,,3.148515
660,207,1,,4.142857
661,208,1,,3.352941
662,209,1,,2.941860
663,210,1,,3.925532
664,211,1,,3.901235
665,212,1,,4.117188
666,213,1,,3.875000
667,214,1,,3.572581
668,215,1,,3.244186
669,216,1,,3.992308
670,217,1,,3.910853
671,218,1,,2.991228
672,219,1,,3.325581
673,220,1,,3.909091
674,221,1,,3.842593
675,222,1,,4.017544
676,223,1,,3.254717
677,224,1,,4.197917
678,225,1,,3.945313
679,226,1,,4.084000
680,227,1,,3.921053
681,228,1,,3.595238
682,229,1,,4.051948
683,230,1,,4.006024
684,231,1,,3.433333
685,232,1,,4.176471
686,233,1,,4.216129
687,234,1,,4.152027
688,235,1,,3.876471
689,236,1,,3.945736
690,237,1,,3.782609
691,238,1,,3.962963
692,239,1,,3.912698
693,240,1,,4.231132
694,241,1,,3.857143
695,242,1,,3.577778
696,243,1,,4.155556
697,244,1,,4.125000
698,245,1,,3.145833
699,246,1,,3.563830
700,247,1,,4.017241
701,248,1,,3.904494
702,249,1,,3.448980
703,250,1,,3.747368
704,251,1,,4.103846
705,252,1,,4.066265
706,253,1,,3.629213
707,254,1,,3.637255
708,255,1,,3.795082
709,256,1,,3.941176
710,257,1,,3.618182
711,258,1,,3.825581
712,259,1,,3.292135
713,260,1,,3.088235
714,261,1,,3.852113
715,262,1,,3.610294
716,263,1,,3.955224
717,264,1,,2.521127
718,265,1,,3.700000
719,266,1,,3.850000
720,267,1,,3.059322
721,268,1,,4.136364
722,269,1,,2.322917
723,270,1,,3.632653
724,271,1,,2.682927
725,272,1,,3.978261
726,273,1,,3.353659
727,274,1,,4.070000
728,275,1,,3.527027
729,276,1,,3.575000
730,277,1,,3.085106
731,278,1,,3.403226
732,279,1,,3.805556
733,280,1,,4.224832
734,281,1,,3.516949
735,282,1,,3.646465
736,283,1,,4.210843
737,284,1,,4.166667
738,285,1,,2.413043
739,286,1,,3.212500
740,287,1,,3.136364
741,288,1,,3.411765
742,289,1,,4.254717
743,290,1,,4.321918
744,291,1,,4.253623
745,292,1,,4.270588
746,293,1,,3.797619
747,294,1,,4.056604
748,295,1,,4.297101
749,296,1,,4.232759
750,297,1,,3.470000
751,298,1,,3.837209
752,299,1,,3.281250
753,300,1,,3.250000
754,301,1,,3.888889
755,302,1,,3.347826
756,303,1,,3.323529
757,304,1,,4.040816
758,305,1,,3.920000
759,306,1,,4.277778
760,307,1,,4.295455
761,308,1,,4.174242
762,309,1,,3.766667
763,310,1,,4.290698
764,311,1,,4.217949
765,312,1,,4.008929
766,313,1,,3.964286
767,314,1,,3.750000
768,315,1,,4.060000
769,316,1,,4.483871
770,317,1,,3.927273
771,318,1,,4.171642
772,319,1,,3.163043
773,320,1,,3.779070
774,321,1,,3.337838
775,322,1,,3.344828
776,323,1,,2.977612
777,324,1,,3.442623
778,325,1,,3.360215
779,326,1,,3.585859
780,327,1,,3.100000
781,328,1,,3.381944
782,329,1,,3.626667
783,330,1,,3.232759
784,331,1,,3.931034
785,332,1,,3.803922
786,333,1,,3.445455
787,334,1,,3.611111
788,335,1,,3.851064
789,336,1,,3.122951
790,337,1,,3.600000
791,338,1,,3.984848
792,339,1,,3.510417
793,340,1,,3.773810
794,341,1,,3.455556
795,342,1,,3.416667
796,343,1,,3.177215
797,344,1,,4.255814
798,345,1,,3.375000
799,346,1,,3.840000
800,347,1,,3.672727
801,348,1,,3.960000
802,349,1,,3.923077
803,350,1,,3.083333
804,351,1,,3.036585
805,352,1,,4.015625
806,353,1,,3.325000
807,354,1,,3.860465
808,355,1,,3.992424
809,356,1,,3.224638
810,357,1,,3.185185
811,358,1,,3.379310
812,359,1,,4.182540
813,360,1,,3.537879
814,361,1,,2.757353
815,362,1,,3.509804
816,363,1,,3.812500
817,364,1,,3.656863
818,365,1,,3.567308
819,366,1,,3.386364
820,367,1,,3.606383
821,368,1,,3.633333
822,369,1,,3.464286
823,370,1,,3.380282
824,371,1,,3.800000
825,372,1,,3.647059
826,373,1,,3.901961
827,374,1,,3.993151
828,375,1,,3.500000
829,376,1,,3.304348
830,377,1,,3.454545
831,378,1,,2.813433
832,379,1,,3.921569
833,380,1,,2.808511
834,381,1,,3.418750
835,382,1,,2.865854
836,383,1,,3.509434
837,384,1,,3.806122
838,385,1,,3.842593
839,386,1,,2.659091
840,387,1,,3.263158
841,388,1,,3.889535
842,389,1,,3.654762
843,390,1,,3.381356
844,391,1,,2.862745
845,392,1,,4.032895
846,393,1,,3.687500
847,394,1,,3.647059
848,395,1,,3.366071
849,396,1,,3.659091
850,397,1,,3.835294
851,398,1,,3.134615
852,399,1,,4.111111
853,400,1,,3.613636
854,401,1,,4.250000
855,402,1,,3.586957
856,403,1,,3.222222
857,404,1,,3.857798
858,405,1,,3.550000
859,406,1,,2.968085
860,407,1,,3.805556
861,408,1,,3.513514
862,409,1,,3.700000
863,410,1,,3.715385
864,411,1,,3.852381
865,412,1,,3.806122
866,413,1,,3.932203
867,414,1,,3.301887
868,415,1,,3.905172
869,416,1,,3.536585
870,417,1,,4.140625
871,418,1,,4.013158
872,419,1,,3.887755
873,420,1,,3.950000
874,421,1,,3.509434
875,422,1,,3.833333
876,423,1,,3.853448
877,424,1,,4.135135
878,425,1,,3.916667
879,426,1,,3.611111
880,427,1,,3.608108
881,428,1,,4.061224
882,429,1,,3.800000
883,430,1,,3.913043
884,431,1,,4.069444
885,432,1,,3.619565
886,433,1,,3.605263
887,434,1,,4.030769
888,435,1,,3.370968
889,436,1,,2.884615
890,437,1,,3.764706
891,438,1,,3.000000
892,439,1,,4.388889
893,440,1,,3.930769
894,441,1,,3.431818
895,442,1,,2.846154
896,443,1,,3.703704
897,444,1,,3.300000
898,445,1,,3.492063
899,446,1,,2.673913
900,447,1,,3.130435
901,448,1,,3.215686
902,449,1,,3.656250
903,450,1,,2.571429
904,451,1,,2.467742
905,452,1,,3.218750
906,0,2,,3.364130
907,1,2,,3.990566
908,2,2,4.00,4.000000
909,3,2,,4.036913
910,4,2,,4.379310
911,5,2,,3.718750
912,6,2,,3.543860
913,7,2,,3.929012
914,8,2,4.00,4.000000
915,9,2,,2.623596
916,10,2,,3.726415
917,11,2,,3.458763
918,12,2,,3.048611
919,13,2,,2.577381
920,14,2,,4.011236
921,15,2,,3.200000
922,16,2,,3.851563
923,17,2,,3.375000
924,18,2,,3.710526
925,19,2,,3.766667
926,20,2,,3.357143
927,21,2,,3.225610
928,22,2,,4.308962
929,23,2,,3.738095
930,24,2,,2.932203
931,25,2,,3.376623
932,26,2,,3.706250
933,27,2,,3.353448
934,28,2,4.00,4.000000
935,29,2,,3.670103
936,30,2,4.00,4.000000
937,31,2,4.00,4.000000
938,32,2,,2.962963
939,33,2,4.00,4.000000
940,34,2,,3.137255
941,35,2,,3.404762
942,36,2,,3.935484
943,37,2,,3.842857
944,38,2,,3.698413
945,39,2,,2.864583
946,40,2,,4.000000
947,41,2,4.50,4.500000
948,42,2,,3.657143
949,43,2,,3.791667
950,44,2,,4.257669
951,45,2,,3.406863
952,46,2,,3.660000
953,47,2,,3.282051
954,48,2,4.00,4.000000
955,49,2,,3.339806
956,50,2,3.50,3.500000
957,51,2,,4.055233
958,52,2,,3.676692
959,53,2,,3.488462
960,54,2,,4.166667
961,55,2,,3.513889
962,56,2,,3.530435
963,57,2,4.00,4.000000
964,58,2,,2.424528
965,59,2,,4.226804
966,60,2,,3.182432
967,61,2,,3.525926
968,62,2,,2.950704
969,63,2,,2.511905
970,64,2,4.00,4.000000
971,65,2,,2.917722
972,66,2,,4.037190
973,67,2,,3.711864
974,68,2,,3.601695
975,69,2,2.50,2.500000
976,70,2,3.50,3.500000
977,71,2,,3.990566
978,72,2,,4.326531
979,73,2,4.00,4.000000
980,74,2,4.00,4.000000
981,75,2,,3.920290
982,76,2,,3.858779
983,77,2,,3.790476
984,78,2,,4.044872
985,79,2,,4.134259
986,80,2,,3.828244
987,81,2,,3.687500
988,82,2,,4.276423
989,83,2,,4.275862
990,84,2,,4.278226
991,85,2,,4.212575
992,86,2,,3.900990
993,87,2,,4.057895
994,88,2,,4.125000
995,89,2,,4.141026
996,90,2,,4.252381
997,91,2,,3.990909
998,92,2,,4.150000
999,93,2,,3.886905
1000,94,2,,4.038043
1001,95,2,,4.084337
1002,96,2,,4.150000
1003,97,2,,3.963768
1004,98,2,,3.977011
1005,99,2,,4.082418
1006,100,2,,3.828671
1007,101,2,,4.013812
1008,102,2,,4.100000
1009,103,2,,3.733333
1010,104,2,,3.734694
1011,105,2,,4.105263
1012,106,2,,3.984000
1013,107,2,4.00,4.000000
1014,108,2,,3.651786
1015,109,2,,3.816667
1016,110,2,,3.446809
1017,111,2,,3.035088
1018,112,2,5.00,5.000000
1019,113,2,,3.838710
1020,114,2,,3.597826
1021,115,2,3.50,3.500000
1022,116,2,,3.610759
1023,117,2,,4.010204
1024,118,2,,2.947917
1025,119,2,,3.704918
1026,120,2,4.00,4.000000
1027,121,2,4.00,4.000000
1028,122,2,,3.579268
1029,123,2,,3.688889
1030,124,2,,2.698529
1031,125,2,,3.670213
1032,126,2,5.00,5.000000
1033,127,2,,3.133333
1034,128,2,,3.750000
1035,129,2,,3.741379
1036,130,2,,3.511364
1037,131,2,,3.950704
1038,132,2,,3.877049
1039,133,2,,3.627273
1040,134,2,,3.075221
1041,135,2,,3.428571
1042,136,2,4.00,4.000000
1043,137,2,,2.855556
1044,138,2,,3.756098
1045,139,2,3.50,3.500000
1046,140,2,,3.781250
1047,141,2,,3.845361
1048,142,2,,4.031250
1049,143,2,,3.521739
1050,144,2,3.50,3.500000
1051,145,2,,3.653846
1052,146,2,,3.579545
1053,147,2,,3.460784
1054,148,2,4.00,4.000000
1055,149,2,4.00,4.000000
1056,150,2,3.50,3.500000
1057,151,2,3.50,3.500000
1058,152,2,4.00,4.000000
1059,153,2,5.00,5.000000
1060,154,2,3.50,3.500000
1061,155,2,5.00,5.000000
1062,156,2,3.00,3.000000
1063,157,2,2.50,2.500000
1064,158,2,4.00,4.000000
1065,159,2,3.50,3.500000
1066,160,2,4.50,4.500000
1067,161,2,4.00,4.000000
1068,162,2,4.00,4.000000
1069,163,2,4.00,4.000000
1070,164,2,4.50,4.500000
1071,165,2,4.50,4.500000
1072,166,2,3.50,3.500000
1073,167,2,4.00,4.000000
1074,168,2,3.50,3.500000
1075,169,2,4.00,4.000000
1076,170,2,3.50,3.500000
1077,171,2,4.00,4.000000
1078,172,2,3.50,3.500000
1079,173,2,3.50,3.500000
1080,174,2,3.50,3.500000
1081,175,2,3.50,3.500000
1082,176,2,4.00,4.000000
1083,177,2,3.50,3.500000
1084,178,2,4.50,4.500000
1085,179,2,3.50,3.500000
1086,180,2,3.50,3.500000
1087,181,2,4.50,4.500000
1088,182,2,3.50,3.500000
1089,183,2,3.50,3.500000
1090,184,2,3.00,3.000000
1091,185,2,4.50,4.500000
1092,186,2,4.50,4.500000
1093,187,2,4.50,4.500000
1094,188,2,3.50,3.500000
1095,189,2,3.00,3.000000
1096,190,2,4.00,4.000000
1097,191,2,4.00,4.000000
